ABCIndicator,Month,ProductClassDesc,ProductLineDesc,SalesDistrictDesc,Shippable_$,Year
B,1,Accessories,Enclosures & Drains,Communication - East,278.8,2017
A,1,Accessories,Enclosures & Drains,Communication - East,0,2017
B,1,Accessories,Enclosures & Drains,Communication - EMEA,0,2017
P,1,Above Ground,Enclosures & Drains,West Region,13070.32,2017
C,1,Above Ground,Enclosures & Drains,West Region,2025.4,2017
B,1,Above Ground,Enclosures & Drains,West Region,0,2017
A,1,Above Ground,Enclosures & Drains,West Region,0,2017
P,1,Above Ground,Enclosures & Drains,SOUTHEAST REGION,0,2017
C,1,Above Ground,Enclosures & Drains,SOUTHEAST REGION,12257.75,2017
B,1,Above Ground,Enclosures & Drains,SOUTHEAST REGION,1040.5,2017
A,1,Above Ground,Enclosures & Drains,SOUTHEAST REGION,0,2017
B,1,Above Ground,Enclosures & Drains,SOUTH CENTRAL REGION,22011.42,2017
A,1,Pole Line Hardware,Construction,APAC,4686,2017
B,1,Traditional Tools,Safety Products,Communication - West,713.11,2017
1,1,Traditional Tools,Safety Products,EuropeMidEastAfrica,563.96,2017
A,1,Carrier Comm (CCM),Utility Automation,SOUTHEAST REGION,0,2017
B,1,Carrier Comm (CCM),Utility Automation,SOUTH CENTRAL REGION,0,2017
A,1,Carrier Comm (CCM),Utility Automation,SOUTH CENTRAL REGION,0,2017
D,1,Carrier Comm (CCM),Utility Automation,North East Region,0,2017
C,1,Carrier Comm (CCM),Utility Automation,North East Region,0,2017
B,1,Carrier Comm (CCM),Utility Automation,North East Region,0,2017
A,1,Carrier Comm (CCM),Utility Automation,North East Region,0,2017
C,1,Carrier Comm (CCM),Utility Automation,NORTH CENTRAL REGION,3924,2017
A,1,Carrier Comm (CCM),Utility Automation,NORTH CENTRAL REGION,1398,2017
C,1,Carrier Comm (CCM),Utility Automation,House Accounts,478.55,2017
C,1,Carrier Comm (CCM),Utility Automation,EuropeMidEastAfrica,2060,2017
D,1,Carrier Comm (CCM),Utility Automation,CANADA UTILITY,0,2017
C,1,Carrier Comm (CCM),Utility Automation,CANADA UTILITY,0,2017
B,1,Carrier Comm (CCM),Utility Automation,CANADA UTILITY,0,2017
A,1,Carrier Comm (CCM),Utility Automation,CANADA UTILITY,0,2017
C,1,Capacitor Switches,Utility Automation,West Region,217467,2017
A,1,Capacitor Switches,Utility Automation,West Region,19062.63,2017
C,1,Capacitor Switches,Utility Automation,SOUTHEAST REGION,1786,2017
B,1,Capacitor Switches,Utility Automation,SOUTHEAST REGION,0,2017
A,1,Capacitor Switches,Utility Automation,SOUTHEAST REGION,0,2017
C,1,Capacitor Switches,Utility Automation,SOUTH CENTRAL REGION,252053.1,2017
B,1,Capacitor Switches,Utility Automation,SOUTH CENTRAL REGION,2152.7,2017
A,1,Capacitor Switches,Utility Automation,SOUTH CENTRAL REGION,2838.6,2017
B,1,Carrier Comm (CCM),Utility Automation,SOUTHEAST REGION,0,2017
D,1,Capacitor Switches,Utility Automation,North East Region,1432,2017
C,1,Carrier Comm (CCM),Utility Automation,SOUTHEAST REGION,0,2017
C,1,Con Sys & Telemetry (CST),Utility Automation,Communication - East,0,2017
A,1,Enclosures,Utility Automation,North East Region,23332.5,2017
D,1,Enclosures,Utility Automation,NORTH CENTRAL REGION,6875.5,2017
C,1,Enclosures,Utility Automation,NORTH CENTRAL REGION,160372.28,2017
B,1,Enclosures,Utility Automation,NORTH CENTRAL REGION,11646.99,2017
A,1,Enclosures,Utility Automation,NORTH CENTRAL REGION,12336.29,2017
D,1,Enclosures,Utility Automation,Communication - East,2627,2017
C,1,Enclosures,Utility Automation,CANADA UTILITY,31419.17,2017
D,1,Cust Srvc Sales (CSS),Utility Automation,West Region,0,2017
##,1,Cust Srvc Sales (CSS),Utility Automation,West Region,0,2017
D,1,Cust Srvc Sales (CSS),Utility Automation,North East Region,0,2017
##,1,Cust Srvc Sales (CSS),Utility Automation,North East Region,1800,2017
D,1,Cust Srvc Sales (CSS),Utility Automation,NORTH CENTRAL REGION,0,2017
D,1,Cust Srvc Sales (CSS),Utility Automation,House Accounts,0,2017
D,1,Cust Srvc Sales (CSS),Utility Automation,CANADA UTILITY,369.99,2017
##,1,Cust Srvc Sales (CSS),Utility Automation,APAC,0,2017
D,1,Con Sys & Telemetry (CST),Utility Automation,West Region,0,2017
C,1,Con Sys & Telemetry (CST),Utility Automation,West Region,1440,2017
D,1,Con Sys & Telemetry (CST),Utility Automation,North East Region,0,2017
C,1,Con Sys & Telemetry (CST),Utility Automation,North East Region,0,2017
C,1,Con Sys & Telemetry (CST),Utility Automation,NORTH CENTRAL REGION,0,2017
D,1,Con Sys & Telemetry (CST),Utility Automation,House Accounts,28824.88,2017
C,1,Con Sys & Telemetry (CST),Utility Automation,House Accounts,0,2017
D,1,Con Sys & Telemetry (CST),Utility Automation,Communication - East,0,2017
D,1,Carrier Comm (CCM),Utility Automation,West Region,0,2017
B,1,Enclosures,Utility Automation,North East Region,6807.9,2017
C,1,Capacitor Switches,Utility Automation,North East Region,964.25,2017
A,1,Capacitor Switches,Utility Automation,North East Region,39184.66,2017
C,1,Turner Interrupters,Switching & Fusing,West Region,0,2017
C,1,Turner Interrupters,Switching & Fusing,SOUTHEAST REGION,0,2017
D,1,Turner Interrupters,Switching & Fusing,SOUTH CENTRAL REGION,0,2017
D,1,Turner Interrupters,Switching & Fusing,North East Region,0,2017
C,1,Turner Interrupters,Switching & Fusing,North East Region,0,2017
D,1,Turner Interrupters,Switching & Fusing,NORTH CENTRAL REGION,0,2017
C,1,Turner Interrupters,Switching & Fusing,NORTH CENTRAL REGION,0,2017
C,1,Turner Interrupters,Switching & Fusing,CANADA UTILITY,0,2017
D,1,Turner Accessories,Switching & Fusing,SOUTHEAST REGION,0,2017
D,1,Turner Accessories,Switching & Fusing,SOUTH CENTRAL REGION,0,2017
##,1,Turner Accessories,Switching & Fusing,SOUTH CENTRAL REGION,0,2017
D,1,Turner Accessories,Switching & Fusing,North East Region,38410.6,2017
C,1,Turner Accessories,Switching & Fusing,North East Region,357.12,2017
##,1,Turner Accessories,Switching & Fusing,North East Region,16750,2017
D,1,Turner Accessories,Switching & Fusing,NORTH CENTRAL REGION,300,2017
C,1,Turner Accessories,Switching & Fusing,NORTH CENTRAL REGION,0,2017
##,1,Turner Accessories,Switching & Fusing,NORTH CENTRAL REGION,0,2017
D,1,Turner Accessories,Switching & Fusing,Latin America,0,2017
##,1,Turner Accessories,Switching & Fusing,Latin America,0,2017
D,1,Substation Switches,Switching & Fusing,West Region,0,2017
C,1,Substation Switches,Switching & Fusing,West Region,0,2017
B,1,Substation Switches,Switching & Fusing,West Region,0,2017
D,1,Substation Switches,Switching & Fusing,SOUTHEAST REGION,0,2017
##,1,Turner Substation Switches,Switching & Fusing,NORTH CENTRAL REGION,0,2017
B,1,Capacitor Switches,Utility Automation,North East Region,19300.66,2017
D,1,Turner Substation Switches,Switching & Fusing,NORTH CENTRAL REGION,0,2017
C,1,Turner Substation Switches,Switching & Fusing,North East Region,15644,2017
D,1,Capacitor Switches,Utility Automation,NORTH CENTRAL REGION,42090,2017
C,1,Capacitor Switches,Utility Automation,NORTH CENTRAL REGION,9634.13,2017
A,1,Capacitor Switches,Utility Automation,NORTH CENTRAL REGION,19835.75,2017
D,1,Capacitor Switches,Utility Automation,Latin America,0,2017
C,1,Capacitor Switches,Utility Automation,Interco,16929,2017
D,1,Capacitor Switches,Utility Automation,House Accounts,26430,2017
C,1,Capacitor Switches,Utility Automation,House Accounts,3095.76,2017
A,1,Capacitor Switches,Utility Automation,House Accounts,42037.52,2017
D,1,Capacitor Switches,Utility Automation,EuropeMidEastAfrica,0,2017
C,1,Capacitor Switches,Utility Automation,CANADA UTILITY,0,2017
C,1,Capacitor Switches,Utility Automation,APAC,159885,2017
C,1,Turner Transmission Switches,Switching & Fusing,West Region,0,2017
##,1,Turner Transmission Switches,Switching & Fusing,West Region,0,2017
C,1,Turner Transmission Switches,Switching & Fusing,SOUTHEAST REGION,0,2017
##,1,Turner Transmission Switches,Switching & Fusing,SOUTHEAST REGION,0,2017
C,1,Turner Transmission Switches,Switching & Fusing,North East Region,0,2017
##,1,Turner Transmission Switches,Switching & Fusing,North East Region,0,2017
C,1,Turner Transmission Switches,Switching & Fusing,NORTH CENTRAL REGION,0,2017
##,1,Turner Transmission Switches,Switching & Fusing,NORTH CENTRAL REGION,0,2017
##,1,Turner Transmission Switches,Switching & Fusing,Latin America,0,2017
##,1,Turner Substation Switches,Switching & Fusing,West Region,0,2017
C,1,Turner Substation Switches,Switching & Fusing,SOUTHEAST REGION,0,2017
##,1,Turner Substation Switches,Switching & Fusing,SOUTHEAST REGION,0,2017
##,1,Turner Substation Switches,Switching & Fusing,North East Region,0,2017
C,1,Substation Switches,Switching & Fusing,SOUTHEAST REGION,0,2017
C,1,Enclosures,Utility Automation,North East Region,34020.8,2017
A,1,Enclosures,Utility Automation,SOUTH CENTRAL REGION,31467,2017
B,1,Sectionalizers,Utility Automation,North East Region,0,2017
C,1,Sectionalizers,Utility Automation,NORTH CENTRAL REGION,0,2017
D,1,Sectionalizers,Utility Automation,Latin America,0,2017
C,1,Sectionalizers,Utility Automation,Latin America,0,2017
D,1,Sectionalizers,Utility Automation,EuropeMidEastAfrica,0,2017
D,1,Sectionalizers,Utility Automation,APAC,835,2017
C,1,Reclosers,Utility Automation,West Region,0,2017
D,1,Reclosers,Utility Automation,SOUTHEAST REGION,0,2017
C,1,Reclosers,Utility Automation,SOUTHEAST REGION,0,2017
A,1,Reclosers,Utility Automation,SOUTHEAST REGION,897.25,2017
P,1,Reclosers,Utility Automation,SOUTH CENTRAL REGION,1260,2017
D,1,Reclosers,Utility Automation,SOUTH CENTRAL REGION,0,2017
B,1,Reclosers,Utility Automation,SOUTH CENTRAL REGION,0,2017
D,1,Reclosers,Utility Automation,NORTH CENTRAL REGION,150,2017
C,1,Reclosers,Utility Automation,NORTH CENTRAL REGION,0,2017
C,1,Reclosers,Utility Automation,CANADA UTILITY,0,2017
D,1,Power Factor Correction,Utility Automation,West Region,0,2017
C,1,Power Factor Correction,Utility Automation,West Region,0,2017
D,1,Power Factor Correction,Utility Automation,SOUTHEAST REGION,40976.47,2017
C,1,Power Factor Correction,Utility Automation,SOUTHEAST REGION,2608,2017
D,1,Power Factor Correction,Utility Automation,SOUTH CENTRAL REGION,0,2017
C,1,Power Factor Correction,Utility Automation,SOUTH CENTRAL REGION,0,2017
D,1,Power Factor Correction,Utility Automation,North East Region,15816,2017
C,1,Sectionalizers,Utility Automation,North East Region,0,2017
C,1,Power Factor Correction,Utility Automation,North East Region,40753.64,2017
D,1,Sectionalizers,Utility Automation,North East Region,0,2017
D,1,Sectionalizers,Utility Automation,SOUTH CENTRAL REGION,0,2017
D,1,Teleprotection (TPR),Utility Automation,SOUTHEAST REGION,36741,2017
C,1,Teleprotection (TPR),Utility Automation,SOUTHEAST REGION,11935,2017
B,1,Teleprotection (TPR),Utility Automation,SOUTHEAST REGION,770,2017
A,1,Teleprotection (TPR),Utility Automation,SOUTHEAST REGION,0,2017
D,1,Teleprotection (TPR),Utility Automation,North East Region,0,2017
C,1,Teleprotection (TPR),Utility Automation,North East Region,0,2017
B,1,Teleprotection (TPR),Utility Automation,North East Region,0,2017
A,1,Teleprotection (TPR),Utility Automation,North East Region,0,2017
D,1,Teleprotection (TPR),Utility Automation,NORTH CENTRAL REGION,0,2017
C,1,Teleprotection (TPR),Utility Automation,NORTH CENTRAL REGION,0,2017
B,1,Teleprotection (TPR),Utility Automation,NORTH CENTRAL REGION,0,2017
A,1,Teleprotection (TPR),Utility Automation,NORTH CENTRAL REGION,0,2017
B,1,Teleprotection (TPR),Utility Automation,MEXICO,0,2017
A,1,Teleprotection (TPR),Utility Automation,MEXICO,0,2017
C,1,Teleprotection (TPR),Utility Automation,House Accounts,0,2017
B,1,Teleprotection (TPR),Utility Automation,House Accounts,0,2017
D,1,Teleprotection (TPR),Utility Automation,EuropeMidEastAfrica,1020,2017
B,1,Teleprotection (TPR),Utility Automation,EuropeMidEastAfrica,0,2017
C,1,Teleprotection (TPR),Utility Automation,APAC,0,2017
A,1,Teleprotection (TPR),Utility Automation,APAC,0,2017
C,1,Sectionalizers,Utility Automation,West Region,0,2017
D,1,Sectionalizers,Utility Automation,SOUTHEAST REGION,0,2017
C,1,Sectionalizers,Utility Automation,SOUTHEAST REGION,0,2017
C,1,Sectionalizers,Utility Automation,SOUTH CENTRAL REGION,27436,2017
D,1,Enclosures,Utility Automation,North East Region,7308,2017
C,1,Power Factor Correction,Utility Automation,NORTH CENTRAL REGION,508.01,2017
C,1,Power Factor Correction,Utility Automation,Latin America,0,2017
B,1,Lighting Control,Utility Automation,SOUTHEAST REGION,2400,2017
D,1,Lighting Control,Utility Automation,SOUTH CENTRAL REGION,464,2017
C,1,Lighting Control,Utility Automation,SOUTH CENTRAL REGION,14025,2017
B,1,Lighting Control,Utility Automation,SOUTH CENTRAL REGION,2005,2017
D,1,Lighting Control,Utility Automation,North East Region,6591,2017
C,1,Lighting Control,Utility Automation,North East Region,27421.06,2017
B,1,Lighting Control,Utility Automation,North East Region,10343.58,2017
D,1,Lighting Control,Utility Automation,NORTH CENTRAL REGION,574.11,2017
C,1,Lighting Control,Utility Automation,NORTH CENTRAL REGION,2392.13,2017
B,1,Lighting Control,Utility Automation,NORTH CENTRAL REGION,1087.5,2017
D,1,Lighting Control,Utility Automation,Communication - West,0,2017
B,1,Lighting Control,Utility Automation,CANADA UTILITY,2577.72,2017
D,1,Enclosures,Utility Automation,West Region,37164.8,2017
C,1,Enclosures,Utility Automation,West Region,196125.48,2017
B,1,Enclosures,Utility Automation,West Region,180979.68,2017
A,1,Enclosures,Utility Automation,West Region,26869.76,2017
D,1,Enclosures,Utility Automation,SOUTHEAST REGION,352.8,2017
C,1,Enclosures,Utility Automation,SOUTHEAST REGION,65418.37,2017
B,1,Enclosures,Utility Automation,SOUTHEAST REGION,8404.42,2017
A,1,Enclosures,Utility Automation,SOUTHEAST REGION,12339,2017
D,1,Enclosures,Utility Automation,SOUTH CENTRAL REGION,180,2017
C,1,Enclosures,Utility Automation,SOUTH CENTRAL REGION,6768,2017
B,1,Enclosures,Utility Automation,SOUTH CENTRAL REGION,47054,2017
C,1,Lighting Control,Utility Automation,SOUTHEAST REGION,15960,2017
D,1,Power Factor Correction,Utility Automation,Latin America,72690,2017
D,1,Lighting Control,Utility Automation,SOUTHEAST REGION,1077.66,2017
C,1,Lighting Control,Utility Automation,West Region,6832.88,2017
D,1,Power Factor Correction,Utility Automation,EuropeMidEastAfrica,0,2017
C,1,Power Factor Correction,Utility Automation,APAC,8976,2017
C,1,Padmount Switches,Utility Automation,West Region,0,2017
C,1,Padmount Switches,Utility Automation,SOUTHEAST REGION,37950,2017
C,1,Padmount Switches,Utility Automation,SOUTH CENTRAL REGION,0,2017
D,1,Padmount Switches,Utility Automation,North East Region,0,2017
C,1,Padmount Switches,Utility Automation,North East Region,74512.72,2017
D,1,Padmount Switches,Utility Automation,NORTH CENTRAL REGION,0,2017
C,1,Padmount Switches,Utility Automation,NORTH CENTRAL REGION,0,2017
D,1,Padmount Switches,Utility Automation,CANADA UTILITY,0,2017
C,1,Padmount Switches,Utility Automation,CANADA UTILITY,0,2017
D,1,Other Assemblies,Utility Automation,West Region,42408.92,2017
D,1,Other Assemblies,Utility Automation,SOUTHEAST REGION,76126,2017
C,1,Other Assemblies,Utility Automation,SOUTHEAST REGION,8493.06,2017
D,1,Other Assemblies,Utility Automation,SOUTH CENTRAL REGION,0,2017
C,1,Other Assemblies,Utility Automation,SOUTH CENTRAL REGION,14652.28,2017
D,1,Other Assemblies,Utility Automation,North East Region,24541.33,2017
C,1,Other Assemblies,Utility Automation,North East Region,37057.47,2017
D,1,Other Assemblies,Utility Automation,NORTH CENTRAL REGION,8772,2017
C,1,Other Assemblies,Utility Automation,NORTH CENTRAL REGION,850,2017
D,1,Other Assemblies,Utility Automation,CANADA UTILITY,22472.08,2017
D,1,Load Break Switches,Utility Automation,Greater China,0,2017
C,1,Load Break Switches,Utility Automation,Greater China,0,2017
B,1,Lighting Control,Utility Automation,West Region,0,2017
C,1,Traditional Tools,Safety Products,Communication - West,0,2017
B,1,Substation Switches,Switching & Fusing,SOUTHEAST REGION,0,2017
C,1,Substation Switches,Switching & Fusing,SOUTH CENTRAL REGION,142173.49,2017
D,1,Cutouts,Switching & Fusing,North East Region,751.29,2017
C,1,Cutouts,Switching & Fusing,North East Region,1237.32,2017
B,1,Cutouts,Switching & Fusing,North East Region,1296.72,2017
A,1,Cutouts,Switching & Fusing,North East Region,15006.24,2017
1,1,Cutouts,Switching & Fusing,North East Region,2675.52,2017
D,1,Cutouts,Switching & Fusing,NORTH CENTRAL REGION,0,2017
C,1,Cutouts,Switching & Fusing,NORTH CENTRAL REGION,0,2017
B,1,Cutouts,Switching & Fusing,NORTH CENTRAL REGION,2732.01,2017
A,1,Cutouts,Switching & Fusing,NORTH CENTRAL REGION,628.56,2017
1,1,Cutouts,Switching & Fusing,NORTH CENTRAL REGION,151.86,2017
C,1,Cutouts,Switching & Fusing,Latin America,0,2017
B,1,Cutouts,Switching & Fusing,Latin America,0,2017
A,1,Cutouts,Switching & Fusing,Latin America,2455.68,2017
1,1,Cutouts,Switching & Fusing,Latin America,26063.48,2017
D,1,Cutouts,Switching & Fusing,Greater China,0,2017
C,1,Cutouts,Switching & Fusing,Greater China,88514.19,2017
B,1,Cutouts,Switching & Fusing,Greater China,16516.83,2017
A,1,Cutouts,Switching & Fusing,Greater China,0,2017
D,1,Cutouts,Switching & Fusing,EuropeMidEastAfrica,0,2017
C,1,Cutouts,Switching & Fusing,EuropeMidEastAfrica,0,2017
A,1,Cutouts,Switching & Fusing,EuropeMidEastAfrica,81493.92,2017
D,1,Cutouts,Switching & Fusing,CANADA UTILITY,0,2017
C,1,Cutouts,Switching & Fusing,CANADA UTILITY,0,2017
1,1,Cutouts,Switching & Fusing,SOUTH CENTRAL REGION,1653.6,2017
B,1,Cutouts,Switching & Fusing,CANADA UTILITY,2871.49,2017
A,1,Cutouts,Switching & Fusing,SOUTH CENTRAL REGION,13194.61,2017
C,1,Cutouts,Switching & Fusing,SOUTH CENTRAL REGION,12007.66,2017
A,1,Cutouts - Polymer,Switching & Fusing,NORTH CENTRAL REGION,70158.75,2017
1,1,Cutouts - Polymer,Switching & Fusing,NORTH CENTRAL REGION,10440.02,2017
C,1,Cutouts - Polymer,Switching & Fusing,Latin America,0,2017
