ABCIndicator,Month,ProductClassDesc,ProductLineDesc,SalesDistrictDesc,Shippable_$,Year
C,4,Distribution Insulators,Insulators,APAC,0,2017
B,4,Distribution Insulators,Insulators,APAC,128.67,2017
1,4,Distribution Insulators,Insulators,APAC,3585,2017
P,4,Underground,Enclosures & Drains,West Region,2377.05,2017
C,4,Underground,Enclosures & Drains,West Region,13880.98,2017
B,4,Underground,Enclosures & Drains,West Region,2579.68,2017
A,4,Underground,Enclosures & Drains,West Region,0,2017
1,4,Underground,Enclosures & Drains,West Region,101.05,2017
P,4,Underground,Enclosures & Drains,SOUTHEAST REGION,0,2017
C,4,Underground,Enclosures & Drains,SOUTHEAST REGION,18970.33,2017
B,4,Underground,Enclosures & Drains,SOUTHEAST REGION,0,2017
A,4,Underground,Enclosures & Drains,SOUTHEAST REGION,14372.64,2017
P,4,Underground,Enclosures & Drains,SOUTH CENTRAL REGION,0,2017
C,4,Underground,Enclosures & Drains,SOUTH CENTRAL REGION,17061.42,2017
B,4,Underground,Enclosures & Drains,SOUTH CENTRAL REGION,12761.22,2017
A,4,Underground,Enclosures & Drains,SOUTH CENTRAL REGION,133.16,2017
C,4,Underground,Enclosures & Drains,North East Region,958.69,2017
B,4,Underground,Enclosures & Drains,Communication - West,19757.16,2017
1,4,Distribution Insulators,Insulators,CANADA UTILITY,10178.71,2017
A,4,Underground,Enclosures & Drains,Communication - West,0,2017
P,4,Underground,Enclosures & Drains,Communication - East,6737.07,2017
C,4,DNU-Large Underground Enclosures,Enclosures & Drains,Greater China,0,2017
C,4,Accessories,Enclosures & Drains,West Region,0,2017
B,4,Accessories,Enclosures & Drains,West Region,85.69,2017
C,4,Accessories,Enclosures & Drains,SOUTHEAST REGION,0,2017
A,4,Accessories,Enclosures & Drains,SOUTHEAST REGION,0,2017
A,4,Accessories,Enclosures & Drains,North East Region,313.5,2017
C,4,Accessories,Enclosures & Drains,NORTH CENTRAL REGION,0,2017
D,4,DNU-Large Underground Enclosures,Enclosures & Drains,Greater China,668.86,2017
C,4,Accessories,Enclosures & Drains,Latin America,5685.16,2017
B,4,Accessories,Enclosures & Drains,LC ENCLOSURES,0,2017
A,4,Accessories,Enclosures & Drains,LC ENCLOSURES,320.4,2017
1,4,Accessories,Enclosures & Drains,LC ENCLOSURES,0,2017
A,4,Accessories,Enclosures & Drains,House Accounts,32.03,2017
A,4,Accessories,Enclosures & Drains,Communication - West,0,2017
1,4,Accessories,Enclosures & Drains,Communication - West,79.8,2017
C,4,Accessories,Enclosures & Drains,Communication - East,0,2017
C,4,Accessories,Enclosures & Drains,LC ENCLOSURES,1584.7,2017
1,4,DNU-Small Underground Enclosures,Enclosures & Drains,Greater China,0,2017
C,4,DNU-Small Underground Enclosures,Enclosures & Drains,Greater China,5139.61,2017
D,4,DNU-Small Underground Enclosures,Enclosures & Drains,Greater China,260.59,2017
C,4,Underground,Enclosures & Drains,Communication - East,188652.71,2017
B,4,Underground,Enclosures & Drains,Communication - East,18334.44,2017
A,4,Underground,Enclosures & Drains,Communication - East,1315.4,2017
1,4,Underground,Enclosures & Drains,Communication - East,12133.66,2017
C,4,Underground,Enclosures & Drains,Communication - EMEA,0,2017
P,4,Underground,Enclosures & Drains,CANADA UTILITY,39937.52,2017
C,4,Underground,Enclosures & Drains,CANADA UTILITY,1178.19,2017
C,4,Underground,Enclosures & Drains,APAC,1608.8,2017
D,4,Hot Box,Enclosures & Drains,LC ENCLOSURES,0,2017
C,4,Hot Box,Enclosures & Drains,LC ENCLOSURES,6121.81,2017
B,4,Hot Box,Enclosures & Drains,LC ENCLOSURES,0,2017
A,4,Hot Box,Enclosures & Drains,LC ENCLOSURES,0,2017
P,4,Drain,Enclosures & Drains,LC ENCLOSURES,33241.61,2017
C,4,Drain,Enclosures & Drains,LC ENCLOSURES,3878.45,2017
B,4,Drain,Enclosures & Drains,LC ENCLOSURES,4769.67,2017
A,4,Drain,Enclosures & Drains,LC ENCLOSURES,661.32,2017
1,4,Drain,Enclosures & Drains,LC ENCLOSURES,3564.63,2017
1,4,Underground,Enclosures & Drains,Communication - West,732,2017
A,4,Distribution Insulators,Insulators,CANADA UTILITY,9875.76,2017
B,4,Distribution Insulators,Insulators,CANADA UTILITY,0,2017
C,4,Distribution Insulators,Insulators,CANADA UTILITY,0,2017
A,4,Fiber Splice Products,Safety Products,Communication - East,436.8,2017
D,4,Transmission Insulators,Insulators,West Region,0,2017
C,4,Transmission Insulators,Insulators,West Region,82875.98,2017
B,4,Transmission Insulators,Insulators,West Region,5628.25,2017
A,4,Transmission Insulators,Insulators,West Region,1669.08,2017
D,4,Transmission Insulators,Insulators,SOUTHEAST REGION,0,2017
C,4,Transmission Insulators,Insulators,SOUTHEAST REGION,12104.74,2017
B,4,Fiber Splice Products,Safety Products,Communication - East,1008.04,2017
B,4,Transmission Insulators,Insulators,SOUTHEAST REGION,7865.88,2017
D,4,Transmission Insulators,Insulators,SOUTH CENTRAL REGION,0,2017
C,4,Transmission Insulators,Insulators,SOUTH CENTRAL REGION,70379.33,2017
B,4,Transmission Insulators,Insulators,SOUTH CENTRAL REGION,15016.27,2017
A,4,Transmission Insulators,Insulators,SOUTH CENTRAL REGION,0,2017
D,4,Transmission Insulators,Insulators,North East Region,0,2017
C,4,Transmission Insulators,Insulators,North East Region,88903.26,2017
B,4,Transmission Insulators,Insulators,North East Region,39273.06,2017
A,4,Transmission Insulators,Insulators,SOUTHEAST REGION,0,2017
C,4,Fiber Splice Products,Safety Products,Communication - East,0,2017
P,4,Fiber Splice Products,Safety Products,Communication - East,12061.68,2017
C,4,Fiber Splice Products,Safety Products,Communication - West,0,2017
A,4,Fiberglass Construction,Safety Products,NORTH CENTRAL REGION,0,2017
1,4,Fiberglass Construction,Safety Products,NORTH CENTRAL REGION,0,2017
D,4,Fiberglass Construction,Safety Products,Latin America,0,2017
A,4,Fiberglass Construction,Safety Products,Communication- House,0,2017
A,4,Fiberglass Construction,Safety Products,Communication - West,0,2017
##,4,Fiberglass Construction,Safety Products,Communication - West,0,2017
C,4,Fiberglass Construction,Safety Products,Communication - East,0,2017
B,4,Fiberglass Construction,Safety Products,Communication - East,0,2017
C,4,Fiberglass Construction,Safety Products,CANADA UTILITY,5189.21,2017
B,4,Fiberglass Construction,Safety Products,CANADA UTILITY,17659.1,2017
A,4,Fiberglass Construction,Safety Products,CANADA UTILITY,0,2017
P,4,Fiber Splice Products,Safety Products,West Region,0,2017
B,4,Fiber Splice Products,Safety Products,West Region,0,2017
C,4,Fiber Splice Products,Safety Products,SOUTH CENTRAL REGION,0,2017
B,4,Fiber Splice Products,Safety Products,North East Region,0,2017
A,4,Fiber Splice Products,Safety Products,North East Region,145.6,2017
C,4,Fiber Splice Products,Safety Products,NORTH CENTRAL REGION,0,2017
A,4,Transmission Insulators,Insulators,North East Region,48134.84,2017
##,4,Transmission Insulators,Insulators,North East Region,350,2017
D,4,Transmission Insulators,Insulators,NORTH CENTRAL REGION,0,2017
C,4,Transmission Insulators,Insulators,NORTH CENTRAL REGION,17213.64,2017
B,4,Distribution Insulators,Insulators,SOUTH CENTRAL REGION,0,2017
A,4,Distribution Insulators,Insulators,SOUTH CENTRAL REGION,0,2017
1,4,Distribution Insulators,Insulators,SOUTH CENTRAL REGION,4742.54,2017
C,4,Distribution Insulators,Insulators,North East Region,0,2017
B,4,Distribution Insulators,Insulators,North East Region,20948.79,2017
A,4,Distribution Insulators,Insulators,North East Region,0,2017
1,4,Distribution Insulators,Insulators,North East Region,7809.75,2017
C,4,Distribution Insulators,Insulators,NORTH CENTRAL REGION,0,2017
B,4,Distribution Insulators,Insulators,NORTH CENTRAL REGION,309.18,2017
A,4,Distribution Insulators,Insulators,NORTH CENTRAL REGION,0,2017
1,4,Distribution Insulators,Insulators,NORTH CENTRAL REGION,8185.65,2017
C,4,Distribution Insulators,Insulators,Latin America,0,2017
B,4,Distribution Insulators,Insulators,Latin America,0,2017
A,4,Distribution Insulators,Insulators,Latin America,528.4,2017
1,4,Distribution Insulators,Insulators,Latin America,7750,2017
C,4,Distribution Insulators,Insulators,EuropeMidEastAfrica,0,2017
B,4,Distribution Insulators,Insulators,EuropeMidEastAfrica,0,2017
C,4,Distribution Insulators,Insulators,SOUTH CENTRAL REGION,0,2017
B,4,Accessories,Enclosures & Drains,Communication - East,418.2,2017
1,4,Distribution Insulators,Insulators,SOUTHEAST REGION,198.9,2017
B,4,Distribution Insulators,Insulators,SOUTHEAST REGION,4072.41,2017
B,4,Transmission Insulators,Insulators,NORTH CENTRAL REGION,12858.67,2017
A,4,Transmission Insulators,Insulators,NORTH CENTRAL REGION,0,2017
C,4,Transmission Insulators,Insulators,Latin America,16440.96,2017
B,4,Transmission Insulators,Insulators,Latin America,7227.96,2017
A,4,Transmission Insulators,Insulators,Latin America,79595.52,2017
D,4,Transmission Insulators,Insulators,EuropeMidEastAfrica,0,2017
C,4,Transmission Insulators,Insulators,EuropeMidEastAfrica,35761.41,2017
B,4,Transmission Insulators,Insulators,Communication - West,0,2017
C,4,Transmission Insulators,Insulators,CANADA UTILITY,2232.77,2017
B,4,Transmission Insulators,Insulators,CANADA UTILITY,0,2017
A,4,Transmission Insulators,Insulators,CANADA UTILITY,0,2017
C,4,Transmission Insulators,Insulators,APAC,87547.93,2017
A,4,Transmission Insulators,Insulators,APAC,0,2017
C,4,Distribution Insulators,Insulators,West Region,0,2017
B,4,Distribution Insulators,Insulators,West Region,0,2017
1,4,Distribution Insulators,Insulators,West Region,12182.85,2017
C,4,Distribution Insulators,Insulators,SOUTHEAST REGION,1443.3,2017
A,4,Distribution Insulators,Insulators,SOUTHEAST REGION,7135.42,2017
B,4,Fiberglass Construction,Safety Products,NORTH CENTRAL REGION,7527.56,2017
A,4,Accessories,Enclosures & Drains,Communication - East,0,2017
C,4,Above Ground,Enclosures & Drains,West Region,4050.8,2017
A,4,Pole Line Hardware,Construction,North East Region,44377.3,2017
1,4,Pole Line Hardware,Construction,North East Region,27913.4,2017
##,4,Pole Line Hardware,Construction,North East Region,4808.14,2017
P,4,Pole Line Hardware,Construction,NORTH CENTRAL REGION,0,2017
C,4,Pole Line Hardware,Construction,NORTH CENTRAL REGION,6288.6,2017
B,4,Pole Line Hardware,Construction,NORTH CENTRAL REGION,19096.71,2017
A,4,Pole Line Hardware,Construction,NORTH CENTRAL REGION,20383.36,2017
B,4,Pole Line Hardware,Construction,North East Region,19949.91,2017
1,4,Pole Line Hardware,Construction,NORTH CENTRAL REGION,17578.2,2017
P,4,Pole Line Hardware,Construction,Latin America,2422.2,2017
C,4,Pole Line Hardware,Construction,Latin America,0,2017
B,4,Pole Line Hardware,Construction,Latin America,1546.45,2017
A,4,Pole Line Hardware,Construction,Latin America,11812.4,2017
1,4,Pole Line Hardware,Construction,Latin America,12076.78,2017
##,4,Pole Line Hardware,Construction,House Accounts,0,2017
C,4,Pole Line Hardware,Construction,Greater China,4588.24,2017
##,4,Pole Line Hardware,Construction,NORTH CENTRAL REGION,0,2017
C,4,Pole Line Hardware,Construction,North East Region,1834.35,2017
D,4,Pole Line Hardware,Construction,North East Region,0,2017
P,4,Pole Line Hardware,Construction,North East Region,3568.12,2017
B,4,Pole Line Hardware,Construction,West Region,12846.01,2017
A,4,Pole Line Hardware,Construction,West Region,12056.74,2017
1,4,Pole Line Hardware,Construction,West Region,1689,2017
##,4,Pole Line Hardware,Construction,West Region,8793.75,2017
P,4,Pole Line Hardware,Construction,SOUTHEAST REGION,7158.3,2017
D,4,Pole Line Hardware,Construction,SOUTHEAST REGION,17548.18,2017
C,4,Pole Line Hardware,Construction,SOUTHEAST REGION,37710.92,2017
B,4,Pole Line Hardware,Construction,SOUTHEAST REGION,16679.44,2017
A,4,Pole Line Hardware,Construction,SOUTHEAST REGION,11041.5,2017
1,4,Pole Line Hardware,Construction,SOUTHEAST REGION,11612.01,2017
##,4,Pole Line Hardware,Construction,SOUTHEAST REGION,734.56,2017
P,4,Pole Line Hardware,Construction,SOUTH CENTRAL REGION,788.92,2017
C,4,Pole Line Hardware,Construction,SOUTH CENTRAL REGION,3835.05,2017
B,4,Pole Line Hardware,Construction,SOUTH CENTRAL REGION,18333.4,2017
A,4,Pole Line Hardware,Construction,SOUTH CENTRAL REGION,19484.03,2017
1,4,Pole Line Hardware,Construction,SOUTH CENTRAL REGION,19219.19,2017
##,4,Pole Line Hardware,Construction,SOUTH CENTRAL REGION,0,2017
P,4,Pole Line Hardware,Construction,EuropeMidEastAfrica,0,2017
C,4,Pole Line Hardware,Construction,West Region,28293.72,2017
A,4,Pole Line Hardware,Construction,EuropeMidEastAfrica,3673.8,2017
B,4,Pole Line Hardware,Construction,Communication- House,0,2017
B,4,Civil,Construction,NORTH CENTRAL REGION,0,2017
C,4,Civil,Construction,Latin America,0,2017
P,4,Civil,Construction,Civil Construction,35945.88,2017
D,4,Civil,Construction,Civil Construction,603,2017
C,4,Civil,Construction,Civil Construction,190425.26,2017
B,4,Civil,Construction,Civil Construction,277044.62,2017
A,4,Civil,Construction,Civil Construction,125121.5,2017
C,4,Civil,Construction,NORTH CENTRAL REGION,0,2017
1,4,Civil,Construction,Civil Construction,0,2017
##,4,Civil,Construction,CANADA UTILITY,0,2017
P,4,Atlas,Construction,Civil Construction,0,2017
C,4,Atlas,Construction,Civil Construction,0,2017
B,4,Atlas,Construction,Civil Construction,1209.6,2017
A,4,Atlas,Construction,Civil Construction,160,2017
##,4,#,Construction,SOUTHEAST REGION,1000,2017
B,4,URD Accessories,Cable Accessories,SOUTH CENTRAL REGION,984.42,2017
C,4,Civil,Construction,CANADA UTILITY,5865.22,2017
B,4,Civil,Construction,SOUTHEAST REGION,5310,2017
C,4,Civil,Construction,SOUTHEAST REGION,0,2017
1,4,Pole Line Hardware,Construction,APAC,80.34,2017
P,4,Pole Line Hardware,Construction,Communication - West,130.5,2017
D,4,Pole Line Hardware,Construction,Communication - West,139.8,2017
C,4,Pole Line Hardware,Construction,Communication - West,4508,2017
B,4,Pole Line Hardware,Construction,Communication - West,12473.35,2017
A,4,Pole Line Hardware,Construction,Communication - West,14054.4,2017
1,4,Pole Line Hardware,Construction,Communication - West,8296.3,2017
P,4,Pole Line Hardware,Construction,Communication - East,0,2017
C,4,Pole Line Hardware,Construction,Communication - East,4030.28,2017
B,4,Pole Line Hardware,Construction,Communication - East,0,2017
A,4,Pole Line Hardware,Construction,Communication - East,3065.63,2017
1,4,Pole Line Hardware,Construction,Communication - East,836,2017
P,4,Pole Line Hardware,Construction,CANADA UTILITY,4850.86,2017
C,4,Pole Line Hardware,Construction,CANADA UTILITY,4556.69,2017
B,4,Pole Line Hardware,Construction,CANADA UTILITY,16947.06,2017
A,4,Pole Line Hardware,Construction,CANADA UTILITY,5487.03,2017
1,4,Pole Line Hardware,Construction,CANADA UTILITY,9159.41,2017
B,4,Pole Line Hardware,Construction,APAC,0,2017
1,4,Pole Line Hardware,Construction,EuropeMidEastAfrica,0,2017
P,4,Pole Line Hardware,Construction,West Region,7657.51,2017
1,4,Utility Anchors,Construction,APAC,14337,2017
A,4,Utility Anchors,Construction,APAC,454.72,2017
P,4,Above Ground,Enclosures & Drains,Communication - West,13450.2,2017
C,4,Above Ground,Enclosures & Drains,Communication - West,0,2017
B,4,Above Ground,Enclosures & Drains,Communication - West,0,2017
A,4,Above Ground,Enclosures & Drains,Communication - West,0,2017
1,4,Above Ground,Enclosures & Drains,Communication - West,0,2017
C,4,Above Ground,Enclosures & Drains,Communication - East,2982.94,2017
B,4,Above Ground,Enclosures & Drains,Communication - East,0,2017
B,4,Above Ground,Enclosures & Drains,House Accounts,0,2017
A,4,Above Ground,Enclosures & Drains,Communication - East,0,2017
C,4,Above Ground,Enclosures & Drains,CANADA UTILITY,0,2017
C,4,Utility Anchors,Construction,West Region,0,2017
B,4,Utility Anchors,Construction,West Region,2347.08,2017
A,4,Utility Anchors,Construction,West Region,17276.83,2017
1,4,Utility Anchors,Construction,West Region,17040.82,2017
##,4,Utility Anchors,Construction,West Region,5194.22,2017
P,4,Utility Anchors,Construction,SOUTHEAST REGION,0,2017
1,4,Above Ground,Enclosures & Drains,Communication - East,0,2017
C,4,Above Ground,Enclosures & Drains,House Accounts,0,2017
B,4,Above Ground,Enclosures & Drains,LC ENCLOSURES,0,2017
C,4,Above Ground,Enclosures & Drains,LC ENCLOSURES,11274.3,2017
B,4,Above Ground,Enclosures & Drains,West Region,3032.08,2017
A,4,Above Ground,Enclosures & Drains,West Region,0,2017
P,4,Above Ground,Enclosures & Drains,SOUTHEAST REGION,0,2017
C,4,Above Ground,Enclosures & Drains,SOUTHEAST REGION,0,2017
B,4,Above Ground,Enclosures & Drains,SOUTHEAST REGION,4059.75,2017
A,4,Above Ground,Enclosures & Drains,SOUTHEAST REGION,0,2017
C,4,Above Ground,Enclosures & Drains,SOUTH CENTRAL REGION,0,2017
B,4,Above Ground,Enclosures & Drains,SOUTH CENTRAL REGION,0,2017
A,4,Above Ground,Enclosures & Drains,SOUTH CENTRAL REGION,0,2017
C,4,Above Ground,Enclosures & Drains,North East Region,0,2017
B,4,Above Ground,Enclosures & Drains,North East Region,0,2017
A,4,Above Ground,Enclosures & Drains,North East Region,0,2017
C,4,Above Ground,Enclosures & Drains,NORTH CENTRAL REGION,46989.43,2017
B,4,Above Ground,Enclosures & Drains,NORTH CENTRAL REGION,6079.77,2017
A,4,Above Ground,Enclosures & Drains,NORTH CENTRAL REGION,0,2017
C,4,Above Ground,Enclosures & Drains,Latin America,0,2017
P,4,Above Ground,Enclosures & Drains,LC ENCLOSURES,0,2017
C,4,Utility Anchors,Construction,SOUTHEAST REGION,3635.3,2017
B,4,Utility Anchors,Construction,SOUTHEAST REGION,61883.5,2017
A,4,Utility Anchors,Construction,SOUTHEAST REGION,55821.4,2017
1,4,Utility Anchors,Construction,SOUTHEAST REGION,9312.24,2017
C,4,Utility Anchors,Construction,House Accounts,0,2017
A,4,Utility Anchors,Construction,EuropeMidEastAfrica,21446.65,2017
1,4,Utility Anchors,Construction,EuropeMidEastAfrica,28263.41,2017
B,4,Utility Anchors,Construction,Communication - West,7203.6,2017
A,4,Utility Anchors,Construction,Communication - West,14863.17,2017
1,4,Utility Anchors,Construction,Communication - West,27195.44,2017
C,4,Utility Anchors,Construction,Communication - East,0,2017
B,4,Utility Anchors,Construction,Communication - East,495.36,2017
A,4,Utility Anchors,Construction,Communication - East,9952.64,2017
1,4,Utility Anchors,Construction,Communication - East,1870.32,2017
P,4,Utility Anchors,Construction,CANADA UTILITY,2325.26,2017
C,4,Utility Anchors,Construction,CANADA UTILITY,10466.22,2017
B,4,Utility Anchors,Construction,CANADA UTILITY,8544.05,2017
A,4,Utility Anchors,Construction,CANADA UTILITY,4144.97,2017
1,4,Utility Anchors,Construction,CANADA UTILITY,11961.03,2017
##,4,Utility Anchors,Construction,CANADA UTILITY,58093.24,2017
C,4,Utility Anchors,Construction,APAC,9135.06,2017
##,4,Utility Anchors,Construction,Latin America,4180,2017
P,4,Above Ground,Enclosures & Drains,West Region,3679.3,2017
A,4,Utility Anchors,Construction,Latin America,79.29,2017
C,4,Utility Anchors,Construction,Latin America,52114,2017
##,4,Utility Anchors,Construction,SOUTHEAST REGION,0,2017
P,4,Utility Anchors,Construction,SOUTH CENTRAL REGION,0,2017
C,4,Utility Anchors,Construction,SOUTH CENTRAL REGION,11422.88,2017
B,4,Utility Anchors,Construction,SOUTH CENTRAL REGION,55335.56,2017
A,4,Utility Anchors,Construction,SOUTH CENTRAL REGION,62913.33,2017
1,4,Utility Anchors,Construction,SOUTH CENTRAL REGION,12253.05,2017
P,4,Utility Anchors,Construction,North East Region,882.11,2017
C,4,Utility Anchors,Construction,North East Region,1246.4,2017
B,4,Utility Anchors,Construction,North East Region,7169.36,2017
A,4,Utility Anchors,Construction,North East Region,32181.19,2017
1,4,Utility Anchors,Construction,North East Region,32808,2017
P,4,Utility Anchors,Construction,NORTH CENTRAL REGION,0,2017
C,4,Utility Anchors,Construction,NORTH CENTRAL REGION,16750.28,2017
B,4,Utility Anchors,Construction,NORTH CENTRAL REGION,5906.1,2017
A,4,Utility Anchors,Construction,NORTH CENTRAL REGION,8828,2017
1,4,Utility Anchors,Construction,NORTH CENTRAL REGION,22371.34,2017
P,4,Utility Anchors,Construction,Latin America,462,2017
B,4,Utility Anchors,Construction,Latin America,6890,2017
C,4,Fiberglass Construction,Safety Products,NORTH CENTRAL REGION,6415.25,2017
B,4,Accessories,Enclosures & Drains,Communication - EMEA,0,2017
1,4,Fiberglass Construction,Safety Products,North East Region,7810.75,2017
C,4,Transmission Arresters,Arresters,Latin America,0,2017
C,4,Transmission Arresters,Arresters,EuropeMidEastAfrica,6157.57,2017
C,4,Transmission Arresters,Arresters,CANADA UTILITY,0,2017
B,4,Transmission Arresters,Arresters,CANADA UTILITY,966.61,2017
C,4,Substation SC Arresters,Arresters,West Region,0,2017
B,4,Substation SC Arresters,Arresters,West Region,326.16,2017
A,4,Substation SC Arresters,Arresters,West Region,19183.77,2017
B,4,Transmission Arresters,Arresters,NORTH CENTRAL REGION,0,2017
C,4,Substation SC Arresters,Arresters,SOUTHEAST REGION,1055.1,2017
A,4,Substation SC Arresters,Arresters,SOUTHEAST REGION,12033.69,2017
1,4,Substation SC Arresters,Arresters,SOUTHEAST REGION,3753.9,2017
C,4,Substation SC Arresters,Arresters,SOUTH CENTRAL REGION,0,2017
B,4,Substation SC Arresters,Arresters,SOUTH CENTRAL REGION,0,2017
A,4,Substation SC Arresters,Arresters,SOUTH CENTRAL REGION,0,2017
1,4,Substation SC Arresters,Arresters,SOUTH CENTRAL REGION,0,2017
C,4,Substation SC Arresters,Arresters,North East Region,3919.98,2017
B,4,Substation SC Arresters,Arresters,SOUTHEAST REGION,0,2017
C,4,Transmission Arresters,Arresters,NORTH CENTRAL REGION,0,2017
D,4,Transmission Arresters,Arresters,NORTH CENTRAL REGION,0,2017
A,4,Transmission Arresters,Arresters,North East Region,10630,2017
D,4,Electro Composites,Bushings,HOUSE INTERNATIONAL,0,2017
C,4,Electro Composites,Bushings,Greater China,0,2017
C,4,Electro Composites,Bushings,EuropeMidEastAfrica,0,2017
D,4,Electro Composites,Bushings,CANADA UTILITY,0,2017
C,4,Electro Composites,Bushings,CANADA UTILITY,46281.07,2017
B,4,Electro Composites,Bushings,CANADA UTILITY,0,2017
A,4,Electro Composites,Bushings,CANADA UTILITY,0,2017
##,4,Electro Composites,Bushings,CANADA UTILITY,0,2017
D,4,Electro Composites,Bushings,APAC,12144,2017
C,4,Electro Composites,Bushings,APAC,0,2017
C,4,Transmission Arresters,Arresters,West Region,0,2017
C,4,Transmission Arresters,Arresters,SOUTHEAST REGION,16554.98,2017
B,4,Transmission Arresters,Arresters,SOUTHEAST REGION,8614.65,2017
C,4,Transmission Arresters,Arresters,SOUTH CENTRAL REGION,4846.8,2017
B,4,Transmission Arresters,Arresters,SOUTH CENTRAL REGION,0,2017
C,4,Transmission Arresters,Arresters,North East Region,0,2017
B,4,Transmission Arresters,Arresters,North East Region,0,2017
B,4,Substation SC Arresters,Arresters,North East Region,6396.3,2017
D,4,Electro Composites,Bushings,NORTH CENTRAL REGION,0,2017
A,4,Substation SC Arresters,Arresters,North East Region,25106.52,2017
C,4,Substation SC Arresters,Arresters,NORTH CENTRAL REGION,0,2017
C,4,Substation HC Arresters,Arresters,West Region,0,2017
B,4,Substation HC Arresters,Arresters,West Region,0,2017
A,4,Substation HC Arresters,Arresters,West Region,0,2017
D,4,Substation HC Arresters,Arresters,SOUTHEAST REGION,0,2017
C,4,Substation HC Arresters,Arresters,SOUTHEAST REGION,0,2017
B,4,Substation HC Arresters,Arresters,SOUTHEAST REGION,1279.77,2017
A,4,Substation HC Arresters,Arresters,SOUTHEAST REGION,0,2017
A,4,Substation SC Arresters,Arresters,APAC,21131.82,2017
C,4,Substation HC Arresters,Arresters,SOUTH CENTRAL REGION,5613.66,2017
D,4,Substation HC Arresters,Arresters,North East Region,0,2017
C,4,Substation HC Arresters,Arresters,North East Region,0,2017
B,4,Substation HC Arresters,Arresters,North East Region,0,2017
A,4,Substation HC Arresters,Arresters,North East Region,0,2017
D,4,Substation HC Arresters,Arresters,NORTH CENTRAL REGION,0,2017
C,4,Substation HC Arresters,Arresters,NORTH CENTRAL REGION,7519.92,2017
B,4,Substation HC Arresters,Arresters,NORTH CENTRAL REGION,10452.84,2017
B,4,Substation HC Arresters,Arresters,SOUTH CENTRAL REGION,0,2017
B,4,Substation SC Arresters,Arresters,APAC,38095.74,2017
C,4,Substation SC Arresters,Arresters,APAC,70943.87,2017
1,4,Substation SC Arresters,Arresters,CANADA UTILITY,0,2017
B,4,Substation SC Arresters,Arresters,NORTH CENTRAL REGION,2075.22,2017
A,4,Substation SC Arresters,Arresters,NORTH CENTRAL REGION,16686.03,2017
1,4,Substation SC Arresters,Arresters,NORTH CENTRAL REGION,468.72,2017
C,4,Substation SC Arresters,Arresters,Latin America,13514.71,2017
B,4,Substation SC Arresters,Arresters,Latin America,0,2017
A,4,Substation SC Arresters,Arresters,Latin America,2173.88,2017
C,4,Substation SC Arresters,Arresters,House Accounts,1235.88,2017
B,4,Substation SC Arresters,Arresters,House Accounts,0,2017
A,4,Substation SC Arresters,Arresters,House Accounts,0,2017
1,4,Substation SC Arresters,Arresters,House Accounts,0,2017
C,4,Substation SC Arresters,Arresters,Greater China,0,2017
B,4,Substation SC Arresters,Arresters,EuropeMidEastAfrica,0,2017
A,4,Substation SC Arresters,Arresters,EuropeMidEastAfrica,17356.5,2017
C,4,Substation SC Arresters,Arresters,Communication - West,0,2017
C,4,Substation SC Arresters,Arresters,CANADA UTILITY,1855.02,2017
B,4,Substation SC Arresters,Arresters,CANADA UTILITY,1003.74,2017
A,4,Substation SC Arresters,Arresters,CANADA UTILITY,0,2017
1,4,Substation SC Arresters,Arresters,North East Region,592.8,2017
C,4,Electro Composites,Bushings,North East Region,0,2017
D,4,Electro Composites,Bushings,North East Region,0,2017
D,4,Electro Composites,Bushings,SOUTH CENTRAL REGION,0,2017
A,4,URD Accessories,Cable Accessories,Communication - West,0,2017
1,4,URD Accessories,Cable Accessories,Communication - West,0,2017
C,4,URD Accessories,Cable Accessories,CANADA UTILITY,0,2017
B,4,URD Accessories,Cable Accessories,CANADA UTILITY,0,2017
A,4,URD Accessories,Cable Accessories,CANADA UTILITY,0,2017
1,4,URD Accessories,Cable Accessories,CANADA UTILITY,1066.66,2017
D,4,Reuel,Bushings,West Region,0,2017
1,4,URD Accessories,Cable Accessories,EuropeMidEastAfrica,0,2017
C,4,Reuel,Bushings,West Region,0,2017
C,4,Reuel,Bushings,SOUTHEAST REGION,0,2017
C,4,Reuel,Bushings,SOUTH CENTRAL REGION,0,2017
C,4,Reuel,Bushings,North East Region,0,2017
B,4,Reuel,Bushings,North East Region,0,2017
C,4,Reuel,Bushings,NORTH CENTRAL REGION,0,2017
B,4,Reuel,Bushings,NORTH CENTRAL REGION,0,2017
C,4,Reuel,Bushings,House Accounts,0,2017
B,4,Reuel,Bushings,West Region,0,2017
A,4,URD Accessories,Cable Accessories,EuropeMidEastAfrica,0,2017
B,4,URD Accessories,Cable Accessories,EuropeMidEastAfrica,0,2017
C,4,URD Accessories,Cable Accessories,EuropeMidEastAfrica,0,2017
##,4,Fiberglass Construction,Safety Products,North East Region,0,2017
1,4,URD Accessories,Cable Accessories,SOUTH CENTRAL REGION,1488.5,2017
C,4,URD Accessories,Cable Accessories,North East Region,9028.12,2017
B,4,URD Accessories,Cable Accessories,North East Region,28261.36,2017
A,4,URD Accessories,Cable Accessories,North East Region,2350.52,2017
1,4,URD Accessories,Cable Accessories,North East Region,3650.5,2017
C,4,URD Accessories,Cable Accessories,NORTH CENTRAL REGION,0,2017
